Date,case_rate,cases,death_rate,deaths,location
4/29/2020,220.05,92,,,LOS ANGELES - EL SERENO
4/29/2020,157.56,9,,,LOS ANGELES - ELYSIAN PARK
4/29/2020,206.47,21,,,LOS ANGELES - ELYSIAN VALLEY
4/29/2020,179.31,81,,,LOS ANGELES - ENCINO
4/29/2020,120.26,4,,,LOS ANGELES - EXPOSITION
4/29/2020,289.42,130,,,LOS ANGELES - EXPOSITION PARK
4/29/2020,55.56,2,,,LOS ANGELES - FAIRCREST HEIGHTS
4/29/2020,229.33,20,,,LOS ANGELES - FIGUEROA PARK SQUARE
4/29/2020,278.22,132,,,LOS ANGELES - FLORENCE-FIRESTONE
4/29/2020,329.07,104,,,LOS ANGELES - GLASSELL PARK
4/29/2020,260.13,28,,,LOS ANGELES - GRAMERCY PLACE
4/29/2020,192.47,112,,,LOS ANGELES - GRANADA HILLS
4/29/2020,241.8,52,,,LOS ANGELES - GREEN MEADOWS
4/29/2020,369.74,63,,,LOS ANGELES - HANCOCK PARK
4/29/2020,154.8,45,,,LOS ANGELES - HARBOR CITY
4/29/2020,155.96,68,,,LOS ANGELES - HARBOR GATEWAY
4/29/2020,0,0,,,LOS ANGELES - HARBOR PINES
4/29/2020,310.51,56,,,LOS ANGELES - HARVARD HEIGHTS
4/29/2020,311.06,118,,,LOS ANGELES - HARVARD PARK
4/29/2020,175.65,85,,,LOS ANGELES - HIGHLAND PARK
4/29/2020,418.17,58,,,LOS ANGELES - HISTORIC FILIPINOTOWN
4/29/2020,272.51,186,,,LOS ANGELES - HOLLYWOOD
4/29/2020,197.05,58,,,LOS ANGELES - HOLLYWOOD HILLS
4/29/2020,206.72,59,,,LOS ANGELES - HYDE PARK
4/29/2020,247.74,20,,,LOS ANGELES - JEFFERSON PARK
4/29/2020,247.62,128,,,LOS ANGELES - KOREATOWN
4/29/2020,285.15,13,,,LOS ANGELES - LAFAYETTE SQUARE
4/29/2020,199.02,84,,,LOS ANGELES - LAKE BALBOA
4/29/2020,380.72,50,,,LOS ANGELES - LAKEVIEW TERRACE
4/29/2020,203.48,31,,,LOS ANGELES - LEIMERT PARK
4/29/2020,214.74,70,,,LOS ANGELES - LINCOLN HEIGHTS
4/29/2020,1059.19,85,,,LOS ANGELES - LITTLE ARMENIA
4/29/2020,239.92,68,,,LOS ANGELES - LITTLE BANGLADESH
4/29/2020,159.59,5,,,LOS ANGELES - LITTLE TOKYO
4/29/2020,348.51,15,,,LOS ANGELES - LONGWOOD
4/29/2020,152.72,33,,,LOS ANGELES - LOS FELIZ
4/29/2020,152.3,13,,,LOS ANGELES - MANCHESTER SQUARE
4/29/2020,32.01,1,,,LOS ANGELES - MANDEVILLE CANYON
4/29/2020,122.44,52,,,LOS ANGELES - MAR VISTA
4/29/2020,206.42,9,,,LOS ANGELES - MARINA PENINSULA
4/29/2020,418.3,325,,,LOS ANGELES - MELROSE
4/29/2020,239.52,36,,,LOS ANGELES - MID-CITY
4/29/2020,200.17,36,,,LOS ANGELES - MIRACLE MILE
4/29/2020,281.88,68,,,LOS ANGELES - MISSION HILLS
4/29/2020,157.38,38,,,LOS ANGELES - MT. WASHINGTON
4/29/2020,248.48,153,,,LOS ANGELES - NORTH HILLS
4/29/2020,221.24,335,,,LOS ANGELES - NORTH HOLLYWOOD
4/29/2020,226.37,158,,,LOS ANGELES - NORTHRIDGE
4/29/2020,173.78,37,,,LOS ANGELES - PACIFIC PALISADES
4/29/2020,323.46,249,,,LOS ANGELES - PACOIMA
4/29/2020,78,3,,,LOS ANGELES - PALISADES HIGHLANDS
4/29/2020,234.75,103,,,LOS ANGELES - PALMS
4/29/2020,356.15,268,,,LOS ANGELES - PANORAMA CITY
4/29/2020,81,11,,,LOS ANGELES - PARK LA BREA
4/29/2020,470.82,197,,,LOS ANGELES - PICO-UNION
4/29/2020,31.29,1,,,LOS ANGELES - PLAYA DEL REY
4/29/2020,182.7,20,,,LOS ANGELES - PLAYA VISTA
4/29/2020,148.93,53,,,LOS ANGELES - PORTER RANCH
4/29/2020,167.68,11,,,LOS ANGELES - RANCHO PARK
4/29/2020,71.94,2,,,LOS ANGELES - REGENT SQUARE
4/29/2020,255.82,196,,,LOS ANGELES - RESEDA
4/29/2020,366.7,17,,,LOS ANGELES - RESEDA RANCH
4/29/2020,189.21,8,,,LOS ANGELES - REYNIER VILLAGE
4/29/2020,347.27,271,,,LOS ANGELES - SAN PEDRO
4/29/2020,202.61,9,,,LOS ANGELES - SHADOW HILLS
4/29/2020,142.11,124,,,LOS ANGELES - SHERMAN OAKS
4/29/2020,251.8,111,,,LOS ANGELES - SILVERLAKE
4/29/2020,226.52,24,,,LOS ANGELES - SOUTH CARTHAY
4/29/2020,295.04,112,,,LOS ANGELES - SOUTH PARK
4/29/2020,305.41,14,,,LOS ANGELES - ST ELMO VILLAGE
4/29/2020,164.88,37,,,LOS ANGELES - STUDIO CITY
4/29/2020,219.12,115,,,LOS ANGELES - SUN VALLEY
4/29/2020,387.1,79,,,LOS ANGELES - SUNLAND
4/29/2020,0,0,,,LOS ANGELES - SYCAMORE SQUARE
4/29/2020,390.79,322,,,LOS ANGELES - SYLMAR
4/29/2020,239.67,74,,,LOS ANGELES - TARZANA
4/29/2020,382.45,151,,,LOS ANGELES - TEMPLE-BEAUDRY
4/29/2020,122.34,12,,,LOS ANGELES - THAI TOWN
4/29/2020,103.4,9,,,LOS ANGELES - TOLUCA LAKE
4/29/2020,153.14,2,,,LOS ANGELES - TOLUCA TERRACE
4/29/2020,161.46,3,,,LOS ANGELES - TOLUCA WOODS
4/29/2020,237.32,66,,,LOS ANGELES - TUJUNGA
4/29/2020,204.14,7,,,LOS ANGELES - UNIVERSITY HILLS
4/29/2020,291.38,80,,,LOS ANGELES - UNIVERSITY PARK
4/29/2020,289.85,87,,,LOS ANGELES - VALLEY GLEN
4/29/2020,408.58,101,,,LOS ANGELES - VALLEY VILLAGE
4/29/2020,297.23,277,,,LOS ANGELES - VAN NUYS
4/29/2020,138.7,47,,,LOS ANGELES - VENICE
4/29/2020,313.95,54,,,LOS ANGELES - VERMONT KNOLLS
4/29/2020,496.28,38,,,LOS ANGELES - VERMONT SQUARE
4/29/2020,264.65,109,,,LOS ANGELES - VERMONT VISTA
4/29/2020,355.78,185,,,LOS ANGELES - VERNON CENTRAL
4/29/2020,404.81,34,,,LOS ANGELES - VICTORIA PARK
4/29/2020,189.5,7,,,LOS ANGELES - VIEW HEIGHTS
4/29/2020,215.59,92,,,LOS ANGELES - WATTS
4/29/2020,223.8,11,,,LOS ANGELES - WELLINGTON SQUARE
4/29/2020,401.74,111,,,LOS ANGELES - WEST ADAMS
4/29/2020,118.39,48,,,LOS ANGELES - WEST HILLS
4/29/2020,146.14,55,,,LOS ANGELES - WEST LOS ANGELES
4/29/2020,354.19,190,,,LOS ANGELES - WEST VERNON
4/29/2020,127.9,66,,,LOS ANGELES - WESTCHESTER
4/29/2020,397.61,236,,,LOS ANGELES - WESTLAKE
4/29/2020,86.86,47,,,LOS ANGELES - WESTWOOD
4/29/2020,246.34,89,,,LOS ANGELES - WHOLESALE DISTRICT
4/29/2020,155.79,88,,,LOS ANGELES - WILMINGTON
4/29/2020,207.3,104,,,LOS ANGELES - WILSHIRE CENTER
4/29/2020,285.79,148,,,LOS ANGELES - WINNETKA
4/29/2020,155.76,106,,,LOS ANGELES - WOODLAND HILLS
4/29/2020,100.36,8,,,UNINCORPORATED - ACTON
4/29/2020,24.05,1,,,UNINCORPORATED - AGUA DULCE
4/29/2020,151.31,66,,,UNINCORPORATED - ALTADENA
4/29/2020,66.31,1,,,UNINCORPORATED - ANAVERDE
4/29/2020,80.32,1,,,UNINCORPORATED - ANGELES NATIONAL FOREST
4/29/2020,50.12,4,,,UNINCORPORATED - ARCADIA
4/29/2020,230.9,98,,,UNINCORPORATED - ATHENS-WESTMONT
4/29/2020,265.47,13,,,UNINCORPORATED - ATHENS VILLAGE
4/29/2020,191.88,13,,,UNINCORPORATED - AVOCADO HEIGHTS
4/29/2020,106.76,17,,,UNINCORPORATED - AZUSA
4/29/2020,188.97,28,,,UNINCORPORATED - BASSETT
4/29/2020,0,0,,,UNINCORPORATED - BOUQUET CANYON
4/29/2020,0,0,,,UNINCORPORATED - BRADBURY
4/29/2020,284.68,22,,,UNINCORPORATED - CANYON COUNTRY
4/29/2020,73.55,20,,,UNINCORPORATED - CASTAIC
4/29/2020,0,0,,,UNINCORPORATED - CERRITOS
4/29/2020,0,0,,,UNINCORPORATED - CHARTER OAK
4/29/2020,0,0,,,UNINCORPORATED - CLAREMONT
4/29/2020,124.86,21,,,UNINCORPORATED - COVINA
4/29/2020,98.9,13,,,UNINCORPORATED - COVINA (CHARTER OAK)
4/29/2020,159.34,7,,,UNINCORPORATED - DEL AIRE
4/29/2020,0,0,,,UNINCORPORATED - DEL REY
4/29/2020,82.82,2,,,UNINCORPORATED - DEL SUR
4/29/2020,120.34,3,,,UNINCORPORATED - DESERT VIEW HIGHLANDS
4/29/2020,180.67,8,,,UNINCORPORATED - DUARTE
4/29/2020,0,0,,,UNINCORPORATED - EAST COVINA
4/29/2020,132.28,7,,,UNINCORPORATED - EAST LA MIRADA
4/29/2020,0,0,,,UNINCORPORATED - EAST LANCASTER
4/29/2020,284.99,357,,,UNINCORPORATED - EAST LOS ANGELES
4/29/2020,0,0,,,UNINCORPORATED - EAST PASADENA
4/29/2020,143.72,22,,,UNINCORPORATED - EAST RANCHO DOMINGUEZ
4/29/2020,75.39,4,,,UNINCORPORATED - EAST WHITTIER
4/29/2020,102.38,9,,,UNINCORPORATED - EL CAMINO VILLAGE
4/29/2020,0,0,,,UNINCORPORATED - EL MONTE
4/29/2020,60.2,1,,,UNINCORPORATED - ELIZABETH LAKE
4/29/2020,279.73,181,,,UNINCORPORATED - FLORENCE-FIRESTONE
4/29/2020,0,0,,,UNINCORPORATED - FRANKLIN CANYON
4/29/2020,151.52,1,,,UNINCORPORATED - GLENDORA
4/29/2020,87.62,49,,,UNINCORPORATED - HACIENDA HEIGHTS
4/29/2020,0,0,,,UNINCORPORATED - HARBOR GATEWAY
4/29/2020,159.11,4,,,UNINCORPORATED - HAWTHORNE
4/29/2020,0,0,,,UNINCORPORATED - HI VISTA
4/29/2020,70.82,1,,,UNINCORPORATED - KAGEL/LOPEZ CANYONS
4/29/2020,80.8,16,,,UNINCORPORATED - LA CRESCENTA-MONTROSE
4/29/2020,0,0,,,UNINCORPORATED - LA HABRA HEIGHTS
4/29/2020,289.16,6,,,UNINCORPORATED - LA RAMBLA
4/29/2020,49.02,1,,,UNINCORPORATED - LA VERNE
4/29/2020,212.13,15,,,UNINCORPORATED - LADERA HEIGHTS
4/29/2020,0,0,,,UNINCORPORATED - LAKE HUGHES
4/29/2020,130.83,17,,,UNINCORPORATED - LAKE LOS ANGELES
4/29/2020,182.59,3,,,UNINCORPORATED - LAKE MANOR
4/29/2020,0,0,,,UNINCORPORATED - LAKEWOOD
4/29/2020,195.19,44,,,UNINCORPORATED - LENNOX
4/29/2020,57.11,1,,,UNINCORPORATED - LEONA VALLEY
4/29/2020,149.22,6,,,UNINCORPORATED - LITTLEROCK
4/29/2020,77.1,1,,,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
4/29/2020,168.11,6,,,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
4/29/2020,114.03,1,,,UNINCORPORATED - LLANO
4/29/2020,116.88,11,,,UNINCORPORATED - MARINA DEL REY
4/29/2020,0,0,,,UNINCORPORATED - MIRACLE MILE
4/29/2020,180.37,7,,,UNINCORPORATED - MONROVIA
4/29/2020,0,0,,,UNINCORPORATED - NEWHALL
4/29/2020,250.42,3,,,UNINCORPORATED - NORTH LANCASTER
4/29/2020,71.77,6,,,UNINCORPORATED - NORTH WHITTIER
4/29/2020,54.09,13,,,UNINCORPORATED - NORTHEAST SAN GABRIEL
4/29/2020,237.53,2,,,UNINCORPORATED - PALMDALE
4/29/2020,0,0,,,UNINCORPORATED - PALOS VERDES PENINSULA
4/29/2020,102.25,2,,,UNINCORPORATED - PEARBLOSSOM/LLANO
4/29/2020,0,0,,,UNINCORPORATED - PELLISSIER VILLAGE
4/29/2020,0,0,,,UNINCORPORATED - PLACERITA CANYON
4/29/2020,0,0,,,UNINCORPORATED - POMONA
4/29/2020,209.21,27,,,UNINCORPORATED - QUARTZ HILL
4/29/2020,375.8,10,,,UNINCORPORATED - RANCHO DOMINGUEZ
4/29/2020,0,0,,,UNINCORPORATED - ROOSEVELT
4/29/2020,311.04,4,,,UNINCORPORATED - ROSEWOOD
4/29/2020,0,0,,,UNINCORPORATED - ROSEWOOD/EAST GARDENA
4/29/2020,267.78,9,,,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
4/29/2020,94.08,48,,,UNINCORPORATED - ROWLAND HEIGHTS
4/29/2020,0,0,,,UNINCORPORATED - SAN CLEMENTE ISLAND
4/29/2020,0,0,,,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
4/29/2020,98.91,20,,,UNINCORPORATED - SAN JOSE HILLS
4/29/2020,0,0,,,UNINCORPORATED - SAN PASQUAL
4/29/2020,0,0,,,UNINCORPORATED - SAND CANYON
4/29/2020,749.06,2,,,UNINCORPORATED - SANTA CATALINA ISLAND
4/29/2020,69.81,13,,,UNINCORPORATED - SANTA MONICA MOUNTAINS
4/29/2020,1290.32,2,,,UNINCORPORATED - SAUGUS
4/29/2020,0,0,,,UNINCORPORATED - SAUGUS/CANYON COUNTRY
4/29/2020,0,0,,,UNINCORPORATED - SOUTH ANTELOPE VALLEY
4/29/2020,55.71,1,,,UNINCORPORATED - SOUTH EL MONTE
4/29/2020,101.72,9,,,UNINCORPORATED - SOUTH SAN GABRIEL
4/29/2020,106.38,63,,,UNINCORPORATED - SOUTH WHITTIER
4/29/2020,0,0,,,UNINCORPORATED - SOUTHEAST ANTELOPE VALLEY
4/29/2020,76.31,16,,,UNINCORPORATED - STEVENSON RANCH
4/29/2020,66.27,4,,,UNINCORPORATED - SUN VILLAGE
4/29/2020,77.16,1,,,UNINCORPORATED - SUNRISE VILLAGE
4/29/2020,241.25,4,,,UNINCORPORATED - TWIN LAKES/OAT MOUNTAIN
4/29/2020,1057.72,35,,,UNINCORPORATED - VAL VERDE
4/29/2020,162.76,5,,,UNINCORPORATED - VALENCIA
4/29/2020,119.81,28,,,UNINCORPORATED - VALINDA
4/29/2020,214.87,25,,,UNINCORPORATED - VIEW PARK/WINDSOR HILLS
4/29/2020,266.37,43,,,UNINCORPORATED - WALNUT PARK
4/29/2020,132.36,2,,,UNINCORPORATED - WEST ANTELOPE VALLEY
4/29/2020,271.67,60,,,UNINCORPORATED - WEST CARSON
4/29/2020,0,0,,,UNINCORPORATED - WEST CHATSWORTH
4/29/2020,1785.71,17,,,UNINCORPORATED - WEST LA
4/29/2020,152.52,15,,,UNINCORPORATED - WEST PUENTE VALLEY
4/29/2020,147.17,2,,,UNINCORPORATED - WEST RANCHO DOMINGUEZ
4/29/2020,115.13,31,,,UNINCORPORATED - WEST WHITTIER/LOS NIETOS
4/29/2020,0,0,,,UNINCORPORATED - WESTFIELD/ACADEMY HILLS
4/29/2020,0,0,,,UNINCORPORATED - WESTHILLS
4/29/2020,54.3,2,,,UNINCORPORATED - WHITE FENCE FARMS
4/29/2020,132.14,5,,,UNINCORPORATED - WHITTIER
4/29/2020,0,0,,,UNINCORPORATED - WHITTIER NARROWS
4/29/2020,137.48,48,,,UNINCORPORATED - WILLOWBROOK
4/29/2020,116.14,7,,,UNINCORPORATED - WISEBURN
4/30/2020,148.45,31,,,CITY OF AGOURA HILLS
4/30/2020,95.71,83,,,CITY OF ALHAMBRA
4/30/2020,65.8,38,,,CITY OF ARCADIA
4/30/2020,83.36,14,,,CITY OF ARTESIA
4/30/2020,0,0,,,CITY OF AVALON
4/30/2020,137.89,69,,,CITY OF AZUSA
4/30/2020,110.72,85,,,CITY OF BALDWIN PARK
4/30/2020,346.8,126,,,CITY OF BELL
4/30/2020,239.14,103,,,CITY OF BELL GARDENS
4/30/2020,165.95,129,,,CITY OF BELLFLOWER
4/30/2020,307.07,106,,,CITY OF BEVERLY HILLS
4/30/2020,93.55,1,,,CITY OF BRADBURY
4/30/2020,221.12,237,,,CITY OF BURBANK
4/30/2020,152.12,37,,,CITY OF CALABASAS
4/30/2020,253.61,238,,,CITY OF CARSON
4/30/2020,101.86,51,,,CITY OF CERRITOS
4/30/2020,65.78,24,,,CITY OF CLAREMONT
4/30/2020,84.17,11,,,CITY OF COMMERCE
4/30/2020,205.2,205,,,CITY OF COMPTON
4/30/2020,191.71,94,,,CITY OF COVINA
4/30/2020,287.51,70,,,CITY OF CUDAHY
4/30/2020,160.54,64,,,CITY OF CULVER CITY
4/30/2020,59.12,34,,,CITY OF DIAMOND BAR
4/30/2020,188.16,215,,,CITY OF DOWNEY
4/30/2020,295.24,65,,,CITY OF DUARTE
4/30/2020,128.76,151,,,CITY OF EL MONTE
4/30/2020,160.85,27,,,CITY OF EL SEGUNDO
4/30/2020,257.71,158,,,CITY OF GARDENA
4/30/2020,273.13,564,,,CITY OF GLENDALE
4/30/2020,85.29,45,,,CITY OF GLENDORA
4/30/2020,61.32,9,,,CITY OF HAWAIIAN GARDENS
4/30/2020,208.36,185,,,CITY OF HAWTHORNE
4/30/2020,116.93,23,,,CITY OF HERMOSA BEACH
4/30/2020,0,0,,,CITY OF HIDDEN HILLS
